0 	2.5 	0.05 	403
0.10101 	2.5 	0.05 	408.9
0.20202 	2.5 	0.05 	414.7
0.30303 	2.5 	0.05 	420.4
0.40404 	2.5 	0.05 	426
0.505051 	2.5 	0.05 	431.5
0.606061 	2.5 	0.05 	436.9
0.707071 	2.5 	0.05 	442.2
0.808081 	2.5 	0.05 	447.4
0.909091 	2.5 	0.05 	452.5
1.0101 	2.5 	0.05 	457.5
1.11111 	2.5 	0.05 	462.4
1.21212 	2.5 	0.05 	467.2
1.31313 	2.5 	0.05 	471.9
1.41414 	2.5 	0.05 	476.5
1.51515 	2.5 	0.05 	481
1.61616 	2.5 	0.05 	485.4
1.71717 	2.5 	0.05 	489.7
1.81818 	2.5 	0.05 	493.9
1.91919 	2.5 	0.05 	498
2.0202 	2.5 	0.05 	502
2.12121 	2.5 	0.05 	505.9
2.22222 	2.5 	0.05 	509.7
2.32323 	2.5 	0.05 	513.4
2.42424 	2.5 	0.05 	517
2.52525 	2.5 	0.05 	520.5
2.62626 	2.5 	0.05 	523.9
2.72727 	2.5 	0.05 	527.2
2.82828 	2.5 	0.05 	530.4
2.92929 	2.5 	0.05 	533.5
3.0303 	2.5 	0.05 	536.5
3.13131 	2.5 	0.05 	539.4
3.23232 	2.5 	0.05 	542.2
3.33333 	2.5 	0.05 	544.9
3.43434 	2.5 	0.05 	547.5
3.53535 	2.5 	0.05 	550
3.63636 	2.5 	0.05 	552.4
3.73737 	2.5 	0.05 	554.7
3.83838 	2.5 	0.05 	556.9
3.93939 	2.5 	0.05 	559
4.0404 	2.5 	0.05 	561
4.14141 	2.5 	0.05 	562.9
4.24242 	2.5 	0.05 	564.7
4.34343 	2.5 	0.05 	566.4
4.44444 	2.5 	0.05 	568
4.54545 	2.5 	0.05 	569.5
4.64646 	2.5 	0.05 	570.9
4.74747 	2.5 	0.05 	572.2
4.84848 	2.5 	0.05 	573.4
4.94949 	2.5 	0.05 	574.5
5.05051 	2.5 	0.05 	575.5
5.15152 	2.5 	0.05 	576.4
5.25253 	2.5 	0.05 	577.2
5.35354 	2.5 	0.05 	577.9
5.45455 	2.5 	0.05 	578.5
5.55556 	2.5 	0.05 	579
5.65657 	2.5 	0.05 	579.4
5.75758 	2.5 	0.05 	579.7
5.85859 	2.5 	0.05 	579.9
5.9596 	2.5 	0.05 	580
6.06061 	2.5 	0.05 	580
6.16162 	2.5 	0.05 	579.9
6.26263 	2.5 	0.05 	579.7
6.36364 	2.5 	0.05 	579.4
6.46465 	2.5 	0.05 	579
6.56566 	2.5 	0.05 	578.5
6.66667 	2.5 	0.05 	577.9
6.76768 	2.5 	0.05 	577.2
6.86869 	2.5 	0.05 	576.4
6.9697 	2.5 	0.05 	575.5
7.07071 	2.5 	0.05 	574.5
7.17172 	2.5 	0.05 	573.4
7.27273 	2.5 	0.05 	572.2
7.37374 	2.5 	0.05 	570.9
7.47475 	2.5 	0.05 	569.5
7.57576 	2.5 	0.05 	568
7.67677 	2.5 	0.05 	566.4
7.77778 	2.5 	0.05 	564.7
7.87879 	2.5 	0.05 	562.9
7.9798 	2.5 	0.05 	561
8.08081 	2.5 	0.05 	559
8.18182 	2.5 	0.05 	556.9
8.28283 	2.5 	0.05 	554.7
8.38384 	2.5 	0.05 	552.4
8.48485 	2.5 	0.05 	550
8.58586 	2.5 	0.05 	547.5
8.68687 	2.5 	0.05 	544.9
8.78788 	2.5 	0.05 	542.2
8.88889 	2.5 	0.05 	539.4
8.9899 	2.5 	0.05 	536.5
9.09091 	2.5 	0.05 	533.5
9.19192 	2.5 	0.05 	530.4
9.29293 	2.5 	0.05 	527.2
9.39394 	2.5 	0.05 	523.9
9.49495 	2.5 	0.05 	520.5
9.59596 	2.5 	0.05 	517
9.69697 	2.5 	0.05 	513.4
9.79798 	2.5 	0.05 	509.7
9.89899 	2.5 	0.05 	505.9
10 	2.5 	0.05 	502
